發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2023,7,20230701,000000,A2,國道公路警察局,嘉義縣水上鄉國道3號 303公里500.0公尺處南側向路肩,晴,無照明,國道,110,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,路上有停車,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),其他,其他不當駕車行為,死亡0;受傷2,1,小客車(含客、貨兩用),自用,女,63,繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,汽車,前車頭,汽車,前車頭,其他,其他不當駕車行為,否,120.465788,23.425639
2023,7,20230701,094100,A2,彰化縣警察局,彰化縣鹿港鎮埔崙里鹿草路一段553號前0.0公尺,晴,有照明未開啟或故障,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,變換車道不當,死亡0;受傷2,3,機車,普通重型,女,63,不明,不明,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,左側車身,駕駛者,違反其他標誌(線)禁制,否,120.437454,24.067325
2023,7,20230701,095500,A2,臺北市政府警察局,臺北市南港區忠孝東路7段 / 臺北市南港區興中路,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,方向不定(不包括危險駕車),死亡0;受傷3,1,機車,普通重型,男,25,戴半罩式安全帽,不明,車的狀態,其他,機車與自行車,後車尾,,,駕駛者,方向不定(不包括危險駕車),否,121.607344,25.052474
2023,7,20230701,095500,A2,臺北市政府警察局,臺北市南港區忠孝東路7段 / 臺北市南港區興中路,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,方向不定(不包括危險駕車),死亡0;受傷3,2,機車,普通重型,男,25,戴非半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.607344,25.052474
2023,7,20230701,095500,A2,臺北市政府警察局,臺北市南港區忠孝東路7段 / 臺北市南港區興中路,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,方向不定(不包括危險駕車),死亡0;受傷3,3,人,乘客,男,23,戴半罩式安全帽,非駕駛人,不明,不明,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.607344,25.052474
2023,7,20230701,100229,A2,嘉義縣警察局,嘉義縣竹崎鄉台3線 277公里北側向內側,晴,有照明未開啟或故障,省道,60,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,乘客、車上動(生)物干擾分心駕駛,死亡0;受傷1,1,機車,普通重型,男,79,戴半罩式安全帽,未使用,車的狀態,迴轉或橫越道路中,機車與自行車,左側車身,機車與自行車,左側車身,駕駛者,乘客、車上動(生)物干擾分心駕駛,否,120.546823,23.524021
2023,7,20230701,100229,A2,嘉義縣警察局,嘉義縣竹崎鄉台3線 277公里北側向內側,晴,有照明未開啟或故障,省道,60,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車輛本身,路上翻車、摔倒,駕駛者,乘客、車上動(生)物干擾分心駕駛,死亡0;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.546823,23.524021
2023,7,20230701,100532,A2,彰化縣警察局,彰化縣溪湖鎮番婆里草埔路口 / 彰化縣溪湖鎮番婆里與竹頭仔路口,晴,無照明,村里道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷1,1,機車,普通重型,女,31,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,前車頭,機車與自行車,左側車身,駕駛者,左轉彎未依規定,否,120.467304,23.945414
2023,7,20230701,100532,A2,彰化縣警察局,彰化縣溪湖鎮番婆里草埔路口 / 彰化縣溪湖鎮番婆里與竹頭仔路口,晴,無照明,村里道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,側撞,駕駛者,左轉彎未依規定,死亡0;受傷1,2,小客車(含客、貨兩用),自用,男,40,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),汽車,前車頭,駕駛者,未依規定減速,否,120.467304,23.945414
2023,7,20230701,100700,A2,臺北市政府警察局,臺北市信義區松智路 / 臺北市信義區信義路5段,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷1,1,,,肇事逃逸尚未查獲,0,,,,,,,,,,肇事逃逸未查獲，無法查明肇因,是,121.565425,25.032678
2023,7,20230701,100700,A2,臺北市政府警察局,臺北市信義區松智路 / 臺北市信義區信義路5段,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車與車,側撞,其他,肇事逃逸未查獲，無法查明肇因,死亡0;受傷1,2,機車,普通重型,女,34,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，不予分析,否,121.565425,25.032678
2023,7,20230701,100701,A2,彰化縣警察局,彰化縣和美鎮鐵山里鎮東路與線東路2段路口,晴,無照明,村里道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,打瞌睡或疲勞駕駛(包括連續駕車8小時),死亡0;受傷1,1,機車,普通重型,男,30,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,前車頭,駕駛者,打瞌睡或疲勞駕駛(包括連續駕車8小時),否,120.517076,24.092807
2023,7,20230701,100701,A2,彰化縣警察局,彰化縣和美鎮鐵山里鎮東路與線東路2段路口,晴,無照明,村里道路,50,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞號誌、標誌桿,駕駛者,打瞌睡或疲勞駕駛(包括連續駕車8小時),死亡0;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.517076,24.092807
2023,7,20230701,100714,A2,彰化縣警察局,彰化縣和美鎮道周路515號前,晴,有照明未開啟或故障,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,駕駛者,變換車道不當,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,28,不明,不明,車的狀態,向右變換車道,汽車,右後車尾(身),汽車,右後車尾(身),駕駛者,變換車道不當,否,120.493743,24.109026
2023,7,20230701,100714,A2,彰化縣警察局,彰化縣和美鎮道周路515號前,晴,有照明未開啟或故障,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,駕駛者,變換車道不當,死亡0;受傷1,2,機車,普通重型,女,73,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,前車頭,無(車輛駕駛者因素),尚未發現肇事因素,否,120.493743,24.109026
2023,7,20230701,101537,A2,南投縣政府警察局,南投縣仁愛鄉台14甲線3.1公里處,晴,無照明,省道,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,其他,車輛或機械操作不當(慎),死亡0;受傷1,1,機車,普通重型,男,37,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,左側車身,其他,車輛或機械操作不當(慎),否,121.142464,24.031922
2023,7,20230701,101537,A2,南投縣政府警察局,南投縣仁愛鄉台14甲線3.1公里處,晴,無照明,省道,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,其他,車輛或機械操作不當(慎),死亡0;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.142464,24.031922
2023,7,20230701,101537,A2,南投縣政府警察局,南投縣仁愛鄉台14甲線3.1公里處,晴,無照明,省道,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,路上翻車、摔倒,其他,車輛或機械操作不當(慎),死亡0;受傷1,3,小客車(含客、貨兩用),自用,男,62,繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,其他,無撞擊,其他,無撞擊,其他,相關跡證不足且無具體影像紀錄，當事人各執一詞，不予分析,否,121.142464,24.031922
2023,7,20230701,101800,A2,臺北市政府警察局,臺北市中正區重慶南路3段 / 臺北市中正區詔安街,晴,有照明未開啟或故障,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,有遮蔽物,彎道,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,其他,駕駛者,車輛未依規定暫停讓行人先行,死亡0;受傷1,1,機車,普通重型,男,46,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,車輛未依規定暫停讓行人先行,否,121.516392,25.025233
2023,7,20230701,101800,A2,臺北市政府警察局,臺北市中正區重慶南路3段 / 臺北市中正區詔安街,晴,有照明未開啟或故障,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,有遮蔽物,彎道,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,人與車,其他,駕駛者,車輛未依規定暫停讓行人先行,死亡0;受傷1,2,人,行人,女,85,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.516392,25.025233
2023,7,20230701,101900,A2,臺北市政府警察局,臺北市大同區忠孝西路2段 / 臺北市大同區西寧北路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,未靠右行駛,死亡0;受傷2,1,慢車,腳踏自行車,男,61,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,左轉彎,機車與自行車,前車頭,,,駕駛者,未靠右行駛,否,121.507177,25.048136
2023,7,20230701,101900,A2,臺北市政府警察局,臺北市大同區忠孝西路2段 / 臺北市大同區西寧北路,晴,無照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,未靠右行駛,死亡0;受傷2,2,機車,普通重型,男,23,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.507177,25.048136
2023,7,20230701,102938,A2,南投縣政府警察局,南投縣鹿谷鄉縣151線 西側,晴,有照明未開啟或故障,縣道,50,單路部分,坡路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,1,小客車(含客、貨兩用),自用,男,73,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.731908,23.766995
2023,7,20230701,102938,A2,南投縣政府警察局,南投縣鹿谷鄉縣151線 西側,晴,有照明未開啟或故障,縣道,50,單路部分,坡路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,撞護欄(樁),駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.731908,23.766995
2023,7,20230701,104500,A2,澎湖縣政府警察局,澎湖縣白沙鄉縣道203線與澎10號道岔路口(講美段),晴,有照明未開啟或故障,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全間隔,死亡0;受傷4,1,機車,普通重型,男,40,戴半罩式安全帽,未使用,車的狀態,其他,其他,無撞擊,其他,無撞擊,駕駛者,未保持行車安全間隔,否,119.598306,23.632617
2023,7,20230701,104500,A2,澎湖縣政府警察局,澎湖縣白沙鄉縣道203線與澎10號道岔路口(講美段),晴,有照明未開啟或故障,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全間隔,死亡0;受傷4,2,機車,普通重型,女,39,戴半罩式安全帽,未使用,車的狀態,其他,機車與自行車,後車尾,機車與自行車,後車尾,無(車輛駕駛者因素),尚未發現肇事因素,否,119.598306,23.632617
2023,7,20230701,104500,A2,澎湖縣政府警察局,澎湖縣白沙鄉縣道203線與澎10號道岔路口(講美段),晴,有照明未開啟或故障,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全間隔,死亡0;受傷4,3,機車,普通重型,男,30,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,機車與自行車,前車頭,駕駛者,閃避不當(慎),否,119.598306,23.632617
2023,7,20230701,104500,A2,澎湖縣政府警察局,澎湖縣白沙鄉縣道203線與澎10號道岔路口(講美段),晴,有照明未開啟或故障,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全間隔,死亡0;受傷4,4,人,乘客,男,8,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,其他,非汽、機及自行車,無(非車輛駕駛人因素),尚未發現肇事因素,否,119.598306,23.632617
2023,7,20230701,104500,A2,澎湖縣政府警察局,澎湖縣白沙鄉縣道203線與澎10號道岔路口(講美段),晴,有照明未開啟或故障,縣道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,追撞,駕駛者,未保持行車安全間隔,死亡0;受傷4,5,人,乘客,女,28,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,其他,非汽、機及自行車,無(非車輛駕駛人因素),尚未發現肇事因素,否,119.598306,23.632617
2023,7,20230701,105300,A2,南投縣政府警察局,南投縣竹山鎮集山路三段958號前,晴,有照明未開啟或故障,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,方向不定(不包括危險駕車),死亡0;受傷1,1,機車,普通重型,女,42,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,後車尾,駕駛者,方向不定(不包括危險駕車),否,120.683177,23.757196
2023,7,20230701,105300,A2,南投縣政府警察局,南投縣竹山鎮集山路三段958號前,晴,有照明未開啟或故障,村里道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,方向不定(不包括危險駕車),死亡0;受傷1,2,機車,普通重型,女,71,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,未保持行車安全距離,否,120.683177,23.757196
2023,7,20230701,110900,A2,嘉義縣警察局,嘉義縣中埔鄉和美村和美路與幸福一街路口,陰,有照明未開啟或故障,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反閃光號誌,死亡0;受傷2,1,小客車(含客、貨兩用),自用,男,26,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,前車頭,汽車,前車頭,駕駛者,違反閃光號誌,否,120.465914,23.456052
2023,7,20230701,110900,A2,嘉義縣警察局,嘉義縣中埔鄉和美村和美路與幸福一街路口,陰,有照明未開啟或故障,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反閃光號誌,死亡0;受傷2,2,機車,普通重型,男,34,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,機車與自行車,右側車身,無(車輛駕駛者因素),尚未發現肇事因素,否,120.465914,23.456052
2023,7,20230701,110900,A2,嘉義縣警察局,嘉義縣中埔鄉和美村和美路與幸福一街路口,陰,有照明未開啟或故障,村里道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,違反閃光號誌,死亡0;受傷2,3,人,乘客,女,15,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,其他,非汽、機及自行車,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.465914,23.456052
2023,7,20230701,111200,A2,臺北市政府警察局,臺北市大安區市民大道3段 / 臺北市大安區建國南路1段,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,附標記,車道線(附標記),快慢車道分隔線,無,車與車,其他,駕駛者,違反禁止迴轉或迴車標誌,死亡0;受傷1,1,小客車(含客、貨兩用),自用,女,44,繫安全帶(使用幼童安全椅),未使用,車的狀態,迴轉或橫越道路中,汽車,右前車頭(身),,,駕駛者,違反禁止迴轉或迴車標誌,否,121.536961,25.044679
2023,7,20230701,111200,A2,臺北市政府警察局,臺北市大安區市民大道3段 / 臺北市大安區建國南路1段,晴,有照明未開啟或故障,市區道路,40,交岔路,四岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,行車分向線,附標記,車道線(附標記),快慢車道分隔線,無,車與車,其他,駕駛者,違反禁止迴轉或迴車標誌,死亡0;受傷1,2,機車,普通重型,男,27,戴半罩式安全帽,未使用,車的狀態,向前直行中,其他,不明,,,駕駛者,超速駕駛,否,121.536961,25.044679
2023,7,20230701,111200,A2,臺北市政府警察局,臺北市大同區延平北路3段 / 臺北市大同區迪化街2段,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,1,機車,普通重型,男,19,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.510833,25.068456
2023,7,20230701,111200,A2,臺北市政府警察局,臺北市大同區延平北路3段 / 臺北市大同區迪化街2段,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,2,機車,普通重型,男,52,戴半罩式安全帽,未使用,車的狀態,向左變換車道,機車與自行車,後車尾,,,駕駛者,變換車道不當,否,121.510833,25.068456
2023,7,20230701,111200,A2,臺北市政府警察局,臺北市大同區延平北路3段 / 臺北市大同區迪化街2段,晴,無照明,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,無(車輛駕駛者因素),尚未發現肇事因素,死亡0;受傷1,3,人,乘客,女,45,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.510833,25.068456
2023,7,20230701,111800,A2,臺北市政府警察局,臺北市萬華區和平西路3段335號前0.0公尺,晴,有照明未開啟或故障,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,1,機車,普通重型,男,16,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,後車尾,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.492673,25.035654
2023,7,20230701,111800,A2,臺北市政府警察局,臺北市萬華區和平西路3段335號前0.0公尺,晴,有照明未開啟或故障,市區道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,同向擦撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡0;受傷1,2,機車,普通重型,男,41,戴非半罩式安全帽,未使用,車的狀態,其他,機車與自行車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.492673,25.035654
2023,7,20230701,112300,A2,苗栗縣警察局,苗栗縣苗栗市縣府路、府東路口,晴,無照明,鄉道,50,交岔路,多岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡0;受傷1,1,小客車(含客、貨兩用),自用,女,34,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),汽車,右前車頭(身),駕駛者,闖紅燈直行,否,120.821691,24.564037
2023,7,20230701,112300,A2,苗栗縣警察局,苗栗縣苗栗市縣府路、府東路口,晴,無照明,鄉道,50,交岔路,多岔路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌(附設行人專用號誌),正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡0;受傷1,2,機車,普通重型,男,27,不明,不明,車的狀態,向前直行中,機車與自行車,左側車身,機車與自行車,左側車身,無(車輛駕駛者因素),尚未發現肇事因素,否,120.821691,24.564037
