發生時間,發生地點,死亡受傷人數,車種,經度,緯度,unixtime
"2022-01-31 15:57:00",彰化縣田中鎮碧峰里中南路2段638號前0.0公尺前,死亡1;受傷1,腳踏自行車-慢車;大型重型1(550C.C.以上)-機車,120.600851,23.853377,1643615820
"2022-01-31 21:08:00",屏東縣三地門鄉屏185縣道好望角餐廳前,死亡1;受傷0,普通重型-機車,120.639582,22.717170,1643634480
"2022-02-01 03:15:00","臺中市大里區中投東路三段 / 臺中市大里區東興路",死亡2;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.671335,24.107821,1643656500
"2022-02-01 18:42:00",新北市三峽區新北市三峽區介壽路3段187650號燈桿前,死亡1;受傷0,普通重型-機車;普通重型-機車,121.401559,24.942308,1643712120
"2022-02-02 20:09:00",彰化縣埤頭鄉中和村彰水路1段前0.0公尺,死亡1;受傷1,自用-小客車;普通重型-機車,120.458118,23.854807,1643803740
"2022-02-02 23:00:00","高雄市前鎮區中山四路 / 高雄市前鎮區鎮海路",死亡1;受傷0,自用-小客車;普通重型-機車;乘客-人,120.318685,22.592679,1643814000
"2022-02-03 00:49:00","高雄市苓雅區四維二路 / 高雄市苓雅區光華一路",死亡1;受傷0,自用-小客車;普通輕型-機車,120.316800,22.621160,1643820540
"2022-02-03 01:42:38","南投縣南投市中興路口 / 南投縣南投市軍功路",死亡1;受傷1,自用-小客車;自用-小客車;乘客-人,120.698262,23.917880,1643823758
"2022-02-03 14:00:15","桃園市中壢區國道1號 56公里500.0公尺處南側向內壢出口匝道(高架方",死亡1;受傷0,自用-小客車;計程車-小客車,121.218300,24.971384,1643868015
"2022-02-03 21:16:00","臺北市松山區民生東路3段 / 臺北市松山區民生東路3段",死亡1;受傷0,自用-小客車;行人-人,121.547465,25.057751,1643894160
"2022-02-04 00:22:00","彰化縣秀水鄉鶴鳴村彰鹿路 / 彰化縣秀水鄉鶴鳴村民主街",死亡1;受傷0,行人-人;自用-小客車,120.494394,24.049891,1643905320
"2022-02-04 03:24:55",屏東縣新埤鄉新中路22號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.549261,22.467354,1643916295
"2022-02-05 00:25:00","高雄市三民區九如二路 / 高雄市三民區大連街",死亡1;受傷1,普通重型-機車;自用-小客車,120.305400,22.641040,1643991900
"2022-02-05 08:09:00",新北市新店區新北市新店區中興路2段與中興路2段新店交流道,死亡1;受傷0,租賃車-小客車;普通重型-機車,121.560442,24.952478,1644019740
"2022-02-05 18:33:00",南投縣名間鄉投39線近白毫幹52分2,死亡1;受傷0,自用-小客車,120.704526,23.857692,1644057180
"2022-02-05 19:51:00","高雄市三民區明誠一路 / 高雄市三民區鼎山街",死亡1;受傷0,自用-小客車;普通重型-機車,120.321900,22.659390,1644061860
"2022-02-06 06:47:00","南投縣埔里鎮大湳里信義路口 / 南投縣埔里鎮大湳里明德北路口",死亡1;受傷0,大型重型2(250-550C.C.)-機車;自用-小客車;自用-小客車;自用-小客車,120.978409,23.974096,1644101220
"2022-02-06 10:19:00",新竹縣湖口鄉中正路三段、中美路口,死亡1;受傷1,普通重型-機車;自用-小客車;乘客-人,121.052238,24.887877,1644113940
"2022-02-06 12:48:12","臺南市南區水交社路口 / 臺南市南區西門路1段口",死亡1;受傷0,普通重型-機車,120.200389,22.977767,1644122892
"2022-02-06 17:58:00","彰化縣埤頭鄉埤頭村東環路3段 / 彰化縣埤頭鄉埤頭村埤頭路",死亡1;受傷0,電動自行車-慢車;自用-小客車,120.472329,23.894773,1644141480
"2022-02-06 20:10:00",臺中市豐原區鎌村里鎌村路476號前0.0公尺,死亡1;受傷0,自用-小客車;行人-人;自用-小客車,120.724446,24.225381,1644149400
"2022-02-07 07:40:00","臺中市大甲區銅安里長壽東西二路 / 臺中市大甲區銅安里長壽南北一路",死亡1;受傷1,自用-小客車;普通重型-機車;乘客-人,120.637270,24.414281,1644190800
"2022-02-07 08:54:00",新竹縣湖口鄉光復北路34號前0.0公尺附近,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,121.026615,24.873686,1644195240
"2022-02-07 11:31:00",新北市瑞芳區新北市瑞芳區臺2線道路與臺2線道路81.7公里處,死亡1;受傷0,自用-小客車;營業用-曳引車,121.842028,25.122113,1644204660
"2022-02-07 18:20:00",高雄市梓官區公館路159號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.269700,22.766380,1644229200
"2022-02-08 13:35:00",基隆市七堵區台62公路5公里200公尺東向內側台62線東向5.2K,死亡1;受傷3,自用-小客車;乘客-人;乘客-人;乘客-人,121.734556,25.104908,1644298500
"2022-02-08 13:43:00",高雄市楠梓區楠陽高架橋稔田191路燈號前0.0公尺,死亡1;受傷1,自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);民營公車-大客車,120.323989,22.724870,1644298980
"2022-02-08 14:41:00",高雄市鳥松區美山路21號前0.0公尺前,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.379919,22.641474,1644302460
"2022-02-08 15:25:00",新竹縣湖口鄉中山路一段(王爺高幹68旁),死亡2;受傷0,普通重型-機車;乘客-人,121.043331,24.900595,1644305100
"2022-02-08 15:30:19",嘉義縣鹿草鄉西井村163線20.9公里,死亡1;受傷0,自用-大貨車;普通重型-機車,120.304690,23.405211,1644305419
"2022-02-09 01:54:00",新竹縣竹東鎮新中正橋往南方向車道(路燈24865號)附近,死亡1;受傷0,自用-小客車;普通重型-機車,121.060720,24.787116,1644342840
"2022-02-10 06:58:59",花蓮縣吉安鄉東海十街243號前0.0公尺附近,死亡1;受傷0,自用-小客車,121.599813,23.960627,1644447539
"2022-02-10 09:26:00",屏東縣車城鄉保新路、新街路口,死亡1;受傷0,普通重型-機車;營業用-小貨車(含客、貨兩用),120.716775,22.060601,1644456360
"2022-02-10 14:13:00",嘉義縣六腳鄉正義村六腳168之7號後方40公尺處。,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.257303,23.501792,1644473580
"2022-02-10 14:36:00",新竹縣湖口鄉中山路1段175巷前0.0公尺口,死亡1;受傷0,自用-小客車;普通重型-機車,121.039228,24.886096,1644474960
"2022-02-10 16:54:00","臺中市大安區頂安里東西二路 / 臺中市大安區頂安里南北七路",死亡1;受傷0,自用-大貨車;普通重型-機車,120.605574,24.388329,1644483240
"2022-02-11 00:53:00",屏東縣鹽埔鄉新埔路158號前0.0公尺,死亡1;受傷0,自用-小客車,120.566249,22.753733,1644511980
"2022-02-11 06:29:30",南投縣南投市大庄路電桿赤水幹59處,死亡1;受傷0,普通重型-機車,120.676818,23.881496,1644532170
"2022-02-11 08:45:00",新北市林口區粉寮路2段799巷前30.0公尺,死亡1;受傷0,普通重型-機車;營業用-大貨車,121.376360,25.075614,1644540300
"2022-02-11 08:46:00",高雄市左營區高鐵路前0.0公尺,死亡1;受傷0,普通重型-機車,120.311063,22.689368,1644540360
"2022-02-11 11:00:00","高雄市美濃區廣福街 / 高雄市美濃區廣福街",死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.580100,22.911830,1644548400
"2022-02-11 19:20:00","臺北市內湖區國道1號 17公里800.0公尺處北側向內側",死亡1;受傷0,自用-小客車;營業用-半聯結車,121.589230,25.065516,1644578400
"2022-02-12 01:10:00",苗栗縣頭份市自強路二段36號,死亡1;受傷1,自用-小客車;行人-人;行人-人,120.899210,24.684638,1644599400
"2022-02-12 08:45:00","南投縣埔里鎮台14線 51公里900.0公尺處",死亡1;受傷2,普通重型-機車;大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人,120.928360,23.971026,1644626700
"2022-02-12 10:31:00",彰化縣埔鹽鄉大有村員鹿路3段113-2號前0.0公尺,死亡1;受傷0,普通重型-機車,120.451763,24.015702,1644633060
"2022-02-12 11:14:14","新竹市東區東大路一段口 / 新竹市東區中華路二段",死亡1;受傷1,行人-人;普通重型-機車,120.975289,24.804332,1644635654
"2022-02-12 15:38:00",雲林縣莿桐鄉莿桐南路與光復路口,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通重型-機車,120.501495,23.753236,1644651480
"2022-02-12 22:35:00","高雄市大寮區大漢路 / 高雄市大寮區民智街",死亡1;受傷0,普通重型-機車;大型重型1(550C.C.以上)-機車,120.383442,22.635979,1644676500
"2022-02-13 00:10:00",彰化縣埔鹽鄉角樹村員鹿路1段129號前0.0公尺前,死亡1;受傷1,普通重型-機車;乘客-人,120.468489,23.986600,1644682200
"2022-02-13 17:32:03",苗栗縣苗栗市國華路582號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小貨車(含客、貨兩用),120.817994,24.575202,1644744723
"2022-02-13 21:14:00",嘉義縣朴子市大鄉里157線33.7公里處,死亡1;受傷0,自用-小客車;普通重型-機車,120.257317,23.467638,1644758040
"2022-02-13 21:21:00",新北市新店區玫瑰路58巷前0.0公尺,死亡1;受傷0,營業用-小貨車(含客、貨兩用);民營公車-大客車,121.495438,24.946510,1644758460
"2022-02-14 03:38:00","臺中市北區崇德里崇德路一段 / 臺中市北區崇德里進化北路",死亡1;受傷1,普通重型-機車;自用-小客車,120.685456,24.163099,1644781080
"2022-02-14 04:18:00",新北市樹林區三俊街216號前0.0公尺,死亡1;受傷0,普通重型-機車;營業用-曳引車,121.421151,25.015065,1644783480
"2022-02-14 05:58:00","臺中市清水區西寧里五權東路 / 臺中市清水區西寧里中華路",死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.574431,24.275476,1644789480
"2022-02-15 06:18:00",臺中市神岡區岸裡里大圳路前0.0公尺,死亡1;受傷1,普通重型-機車;腳踏自行車-慢車,120.691600,24.255000,1644877080
"2022-02-15 08:07:00",臺中市大里區夏田里環河路一段前0.0公尺,死亡1;受傷0,普通重型-機車,120.679780,24.087878,1644883620
"2022-02-15 15:10:00",高雄市三民區民族一路400號前0.0公尺,死亡1;受傷0,自用-小客車;普通重型-機車,120.315460,22.653019,1644909000
"2022-02-15 18:43:38",臺南市仁德區仁義里仁義路223號對面(仁德運動公園門口),死亡1;受傷0,普通重型-機車;自用-大貨車,120.258385,22.968534,1644921818
"2022-02-16 05:15:26","苗栗縣三義鄉國道1號 147公里600.0公尺處北側向內側",死亡1;受傷1,自用-小客車;乘客-人,120.774929,24.416695,1644959726
"2022-02-16 10:50:00",彰化縣二林鎮趙甲里鎮平巷59-13號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,120.395578,23.937653,1644979800
"2022-02-16 14:36:00",新北市淡水區淡金路1段88號前0.0公尺,死亡1;受傷0,普通重型-機車;自用-小客車,121.458457,25.173169,1644993360
"2022-02-16 14:56:29","新竹市北區水田街口 / 新竹市北區水田街",死亡1;受傷0,自用-小客車;行人-人,120.968932,24.816375,1644994589
"2022-02-18 04:30:00",新竹縣橫山鄉油羅溪橋北端,死亡1;受傷1,普通重型-機車;乘客-人,121.145182,24.696554,1645129800
"2022-02-18 06:02:23","嘉義縣水上鄉國道3號 300公里900.0公尺處南側向外側",死亡1;受傷0,營業用-小貨車(含客、貨兩用);營業用-半聯結車,120.440342,23.409131,1645135343
"2022-02-18 10:10:00",臺中市梧棲區中正里文化路二段166號前0.0公尺,死亡1;受傷0,自用-小貨車(含客、貨兩用);普通輕型-機車,120.531333,24.255750,1645150200
"2022-02-18 11:44:00",臺南市柳營區神農里南81線12公里處,死亡1;受傷0,營業用-大貨車;普通重型-機車,120.365003,23.265512,1645155840
"2022-02-18 11:50:00","高雄市路竹區國昌路 / 高雄市路竹區延平路",死亡1;受傷0,自用-小貨車(含客、貨兩用);行人-人,120.252800,22.857270,1645156200
"2022-02-18 14:30:59",南投縣鹿谷鄉瑞田村產業運輸大道,死亡1;受傷1,營業用-曳引車;營業用-曳引車,120.803155,23.813041,1645165859
"2022-02-18 15:18:00",雲林縣斗六市保長路530號附近,死亡1;受傷0,普通重型-機車,120.510628,23.705309,1645168680
"2022-02-18 16:55:00","高雄市仁武區澄觀路 / 高雄市仁武區新庄巷",死亡1;受傷0,自用-小客車;普通重型-機車,120.361316,22.695951,1645174500
"2022-02-18 21:44:10","臺南市仁德區新田里義林南路口 / 臺南市仁德區新田里德糖路口",死亡1;受傷1,普通重型-機車;大型重型1(550C.C.以上)-機車,120.260788,22.952486,1645191850
"2022-02-19 02:22:00",臺南市柳營區重溪里義士路2段前0.0公尺,死亡1;受傷0,大型重型2(250-550C.C.)-機車,120.353594,23.286995,1645208520
"2022-02-19 13:38:00","高雄市旗山區旗南三路 / 高雄市旗山區龍文巷",死亡1;受傷0,普通重型-機車;營業用-曳引車,120.450556,22.775311,1645249080
"2022-02-19 17:59:00",高雄市仁武區大豐街160號前0.0公尺前,死亡1;受傷0,腳踏自行車-慢車;自用-小客車,120.337511,22.674553,1645264740
"2022-02-20 00:50:00","新北市泰山區國道1號 35公里600.0公尺處南側向輔助",死亡3;受傷0,自用-小客車;乘客-人;乘客-人,121.415622,25.062015,1645289400
"2022-02-20 02:19:00",嘉義縣太保市東勢里嘉58-1線3.3公里處,死亡1;受傷0,普通重型-機車,120.303420,23.468155,1645294740
"2022-02-20 06:11:00","臺中市沙鹿區鹿寮里光大路 / 臺中市沙鹿區鹿寮里福人街",死亡1;受傷0,租賃車-小客車;行人-人,120.564366,24.244551,1645308660
"2022-02-20 09:18:00",基隆市安樂區基隆市安樂區台2線(濱海公路)路燈桿68016號處,死亡1;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用),121.705887,25.175119,1645319880
"2022-02-20 13:40:00",新竹市北區成功路近延平路(燈桿:214113),死亡1;受傷0,普通重型-機車,120.948591,24.805538,1645335600
"2022-02-21 19:22:00",新北市五股區新北市五股區成蘆橋道路五股往蘆洲,死亡1;受傷0,普通重型-機車,121.455990,25.099691,1645442520
"2022-02-21 20:29:00",屏東縣潮州鎮屏75線2.2公里南下外側車道(P24橋敦附近),死亡1;受傷0,普通重型-機車,120.525514,22.559089,1645446540
