發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2022,1,20220101,023000,A1,雲林縣警察局,雲林縣虎尾鎮雲145公路路燈290570號,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞號誌、標誌桿,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,男,17,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.411444,23.686485
2022,4,20220423,193800,A1,高雄市政府警察局,高雄市六龜區台27甲省道0.6KM號前0.0公尺前,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞號誌、標誌桿,駕駛人,酒醉(後)駕駛失控,死亡1;受傷0,2,,,無或物(動物、堆置物),111,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.641360,23.000707
2022,4,20220424,062200,A1,臺中市政府警察局,臺中市豐原區北陽里豐原大道四段前0.0公尺,晴,日間自然光線,市區道路,60,單路部分,彎曲路及附近,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷1,1,小客車,自用,男,42,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向右變換車道,汽車,右前車頭(身),,,駕駛人,變換車道或方向不當,否,120.732158,24.246411
2022,4,20220424,062200,A1,臺中市政府警察局,臺中市豐原區北陽里豐原大道四段前0.0公尺,晴,日間自然光線,市區道路,60,單路部分,彎曲路及附近,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷1,2,機車,普通重型,男,82,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向左變換車道,機車,後車尾,,,駕駛人,變換車道或方向不當,否,120.732158,24.246411
2022,4,20220424,062200,A1,臺中市政府警察局,臺中市豐原區北陽里豐原大道四段前0.0公尺,晴,日間自然光線,市區道路,60,單路部分,彎曲路及附近,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷1,3,人,乘客,女,78,戴安全帽或繫安全帶(使用幼童安全椅),未使用,人的狀態,其他,其他,非汽(機)車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.732158,24.246411
2022,4,20220424,082200,A1,彰化縣警察局,彰化縣北斗鎮中寮里斗苑路2段248號前0.0公尺,晴,日間自然光線,村里道路,60,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,其他,不明原因肇事,死亡1;受傷0,1,機車,普通重型,男,87,不明,不明,車的狀態,向前直行中,機車,前車頭,,,其他,不明原因肇事,否,120.512653,23.876398
2022,4,20220424,082200,A1,彰化縣警察局,彰化縣北斗鎮中寮里斗苑路2段248號前0.0公尺,晴,日間自然光線,村里道路,60,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,其他,不明原因肇事,死亡1;受傷0,2,,,無或物(動物、堆置物),0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.512653,23.876398
2022,4,20220424,091500,A1,屏東縣政府警察局,屏東縣九如鄉玉水村九如路一段口 / 屏東縣九如鄉玉水村堤防路附近,晴,日間自然光線,市區道路,60,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷0,1,機車,普通重型,女,70,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向左變換車道,機車,左側車身,,,駕駛人,變換車道或方向不當,否,120.488026,22.707797
2022,4,20220424,091500,A1,屏東縣政府警察局,屏東縣九如鄉玉水村九如路一段口 / 屏東縣九如鄉玉水村堤防路附近,晴,日間自然光線,市區道路,60,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,中央分向島,寛式(50公分以上),禁止變換車道線(附標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,變換車道或方向不當,死亡1;受傷0,2,大貨車,營業用,男,38,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,汽車,右側車身,,,無(車輛駕駛人因素),尚未發現肇事因素,否,120.488026,22.707797
2022,4,20220425,065522,A1,屏東縣政府警察局,屏東縣崁頂鄉垃圾車專用道,晴,日間自然光線,鄉道,40,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,58,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.510069,22.512623
2022,4,20220425,065522,A1,屏東縣政府警察局,屏東縣崁頂鄉垃圾車專用道,晴,日間自然光線,鄉道,40,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.510069,22.512623
2022,4,20220425,112000,A1,高雄市政府警察局,高雄市六龜區台27省道1.2KM號前0.0公尺南側,晴,日間自然光線,市區道路,30,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞護欄(樁),駕駛人,未注意車前狀態,死亡1;受傷0,1,慢車,腳踏自行車,男,48,其他(無需使用保護裝備之人),未使用,車的狀態,向前直行中,其他,非汽(機)車,其他,非汽(機)車,駕駛人,未注意車前狀態,否,120.671554,23.063935
2022,4,20220425,112000,A1,高雄市政府警察局,高雄市六龜區台27省道1.2KM號前0.0公尺南側,晴,日間自然光線,市區道路,30,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,附標記,禁止變換車道線(附標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞護欄(樁),駕駛人,未注意車前狀態,死亡1;受傷0,2,,,無或物(動物、堆置物),111,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.671554,23.063935
2022,4,20220425,172000,A1,新竹市警察局,新竹市香山區玄奘路路燈燈桿編號183014號,晴,日間自然光線,市區道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,其他,其他引起事故之違規或不當行為,死亡1;受傷0,1,機車,普通重型,男,19,不明,不明,車的狀態,向前直行中,機車,前車頭,,,其他,其他引起事故之違規或不當行為,否,120.946332,24.770291
2022,4,20220425,172000,A1,新竹市警察局,新竹市香山區玄奘路路燈燈桿編號183014號,晴,日間自然光線,市區道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,其他,其他引起事故之違規或不當行為,死亡1;受傷0,2,大客車,民營客運,男,55,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,無(車輛駕駛人因素),尚未發現肇事因素,否,120.946332,24.770291
2022,4,20220425,185800,A1,臺中市政府警察局,臺中市清水區秀水里橋江北街1段前0.0公尺附近,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,男,16,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.568557,24.281061
2022,4,20220425,185800,A1,臺中市政府警察局,臺中市清水區秀水里橋江北街1段前0.0公尺附近,晴,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛人,未注意車前狀態,死亡1;受傷0,2,小客車,自用,男,61,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,左側車身,,,無(車輛駕駛人因素),尚未發現肇事因素,否,120.568557,24.281061
2022,4,20220426,011400,A1,臺北市政府警察局,臺北市萬華區漢中街 / 臺北市萬華區成都路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,搶越行人穿越道,死亡1;受傷0,1,小客車,自用,男,32,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,前車頭,汽車,前車頭,駕駛人,搶越行人穿越道,否,121.507516,25.042377
2022,4,20220426,011400,A1,臺北市政府警察局,臺北市萬華區漢中街 / 臺北市萬華區成都路,陰,夜間(或隧道、地下道、涵洞)有照明,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,行車分向線,附標記,車道線(附標記),未繪設快慢車道分隔線,無,人與汽(機)車,穿越道路中,駕駛人,搶越行人穿越道,死亡1;受傷0,2,人,行人,男,83,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽(機)車,其他,非汽(機)車,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.507516,25.042377
2022,4,20220426,063136,A1,新竹縣政府警察局,新竹縣新豐鄉中崙175-1號前(路燈07281附近),晴,日間自然光線,村里道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,彎道,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛人,違反特定標誌(線)禁制,死亡1;受傷0,1,機車,普通重型,男,46,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,機車,前車頭,駕駛人,違反特定標誌(線)禁制,否,121.011536,24.894405
2022,4,20220426,063136,A1,新竹縣政府警察局,新竹縣新豐鄉中崙175-1號前(路燈07281附近),晴,日間自然光線,村里道路,40,單路部分,彎曲路及附近,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,不良,彎道,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,對撞,駕駛人,違反特定標誌(線)禁制,死亡1;受傷0,2,大貨車,營業用,男,29,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,前車頭,無(車輛駕駛人因素),尚未發現肇事因素,否,121.011536,24.894405
2022,4,20220426,063410,A1,桃園市政府警察局,桃園市觀音區台66線平面道路口 / 桃園市觀音區台61線平面道路口,晴,日間自然光線,省道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,1,大貨車,營業用,男,38,不明,不明,車的狀態,向前直行中,汽車,右後車尾(身),,,駕駛人,違反號誌管制或指揮,否,121.054174,25.029176
2022,4,20220426,063410,A1,桃園市政府警察局,桃園市觀音區台66線平面道路口 / 桃園市觀音區台61線平面道路口,晴,日間自然光線,省道,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛人,違反號誌管制或指揮,死亡1;受傷0,2,機車,普通重型,女,51,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,無(車輛駕駛人因素),尚未發現肇事因素,否,121.054174,25.029176
2022,4,20220426,074335,A1,臺南市政府警察局,臺南市下營區仁里里環營南路2段179號往東50公尺處路口,晴,日間自然光線,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,未依規定讓車,死亡1;受傷2,1,機車,普通重型,男,39,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,右轉彎,機車,左側車身,,,駕駛人,未依規定讓車,否,120.253319,23.225199
2022,4,20220426,074335,A1,臺南市政府警察局,臺南市下營區仁里里環營南路2段179號往東50公尺處路口,晴,日間自然光線,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,未依規定讓車,死亡1;受傷2,2,機車,普通重型,男,47,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未依規定減速,否,120.253319,23.225199
2022,4,20220426,074335,A1,臺南市政府警察局,臺南市下營區仁里里環營南路2段179號往東50公尺處路口,晴,日間自然光線,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,其他,駕駛人,未依規定讓車,死亡1;受傷2,3,人,乘客,男,5,戴安全帽或繫安全帶(使用幼童安全椅),不明,人的狀態,其他,其他,非汽(機)車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.253319,23.225199
2022,4,20220426,085100,A1,桃園市政府警察局,桃園市大園區圳頭里中華路口 / 桃園市大園區圳頭里無名巷口,晴,日間自然光線,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小客車,自用,男,57,不明,不明,車的狀態,左轉彎,汽車,左側車身,,,駕駛人,未依規定讓車,否,121.209178,25.074136
2022,4,20220426,085100,A1,桃園市政府警察局,桃園市大園區圳頭里中華路口 / 桃園市大園區圳頭里無名巷口,晴,日間自然光線,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,曳引車,營業用,男,25,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛人,未依規定減速,否,121.209178,25.074136
2022,4,20220426,103400,A1,新北市政府警察局,新北市新店區安和路2段 / 新北市新店區安平路,晴,日間自然光線,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,其他,駕駛人,違反號誌管制或指揮,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,25,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,汽車,前車頭,駕駛人,違反號誌管制或指揮,否,121.518209,24.968582
2022,4,20220426,103400,A1,新北市政府警察局,新北市新店區安和路2段 / 新北市新店區安平路,晴,日間自然光線,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,行車管制號誌(附設行人專用號誌),正常,中央分向島,寛式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,其他,駕駛人,違反號誌管制或指揮,死亡1;受傷0,2,機車,普通重型,男,72,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,機車,右側車身,機車,右側車身,其他,不明原因肇事,否,121.518209,24.968582
2022,4,20220426,114000,A1,花蓮縣警察局,花蓮縣壽豐鄉池南路3段33號前0.0公尺,晴,日間自然光線,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,女,57,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛人,未注意車前狀態,否,121.506116,23.913396
2022,4,20220426,114000,A1,花蓮縣警察局,花蓮縣壽豐鄉池南路3段33號前0.0公尺,晴,日間自然光線,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,追撞,駕駛人,未注意車前狀態,死亡1;受傷0,2,機車,普通重型,女,76,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),機車,後車尾,,,其他,違規停車或暫停不當而肇事,否,121.506116,23.913396
2022,4,20220426,170500,A1,彰化縣警察局,彰化縣鹿港鎮詔安里詔安巷250號前180.0公尺北側,晴,晨或暮光,其他,30,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,55,不明,不明,車的狀態,左轉彎,汽車,前車頭,,,駕駛人,未依規定讓車,否,120.453839,24.085898
2022,4,20220426,170500,A1,彰化縣警察局,彰化縣鹿港鎮詔安里詔安巷250號前180.0公尺北側,晴,晨或暮光,其他,30,交岔路,多岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未依規定讓車,死亡1;受傷0,2,機車,普通重型,男,62,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未依規定減速,否,120.453839,24.085898
2022,4,20220427,070400,A1,雲林縣警察局,雲林縣斗六市科屯一路,晴,日間自然光線,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對向擦撞,駕駛人,違反特定標誌(線)禁制,死亡1;受傷0,1,機車,普通重型,男,26,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,機車,前車頭,,,駕駛人,違反特定標誌(線)禁制,否,120.534837,23.740436
2022,4,20220427,070400,A1,雲林縣警察局,雲林縣斗六市科屯一路,晴,日間自然光線,市區道路,50,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,對向擦撞,駕駛人,違反特定標誌(線)禁制,死亡1;受傷0,2,大貨車,自用,男,46,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,駕駛人,未注意車前狀態,否,120.534837,23.740436
2022,4,20220427,070543,A1,嘉義縣警察局,嘉義縣東石鄉塭仔村村里道路,晴,日間自然光線,村里道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,其他,不明原因肇事,死亡1;受傷0,1,機車,普通重型,女,81,未戴案全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,其他,不明,,,其他,不明原因肇事,否,120.175578,23.442963
2022,4,20220427,070543,A1,嘉義縣警察局,嘉義縣東石鄉塭仔村村里道路,晴,日間自然光線,村里道路,30,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,衝出路外,其他,不明原因肇事,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.175578,23.442963
2022,4,20220427,075400,A1,臺南市政府警察局,臺南市下營區西連里西寮1之21號,晴,日間自然光線,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,男,19,不明,不明,車的狀態,向前直行中,機車,前車頭,,,駕駛人,未注意車前狀態,否,120.256594,23.208850
2022,4,20220427,075400,A1,臺南市政府警察局,臺南市下營區西連里西寮1之21號,晴,日間自然光線,市區道路,50,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛人,未注意車前狀態,死亡1;受傷0,2,小貨車(含客、貨兩用),自用,男,79,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,右轉彎,汽車,右側車身,,,駕駛人,右轉彎未依規定,否,120.256594,23.208850
2022,4,20220427,083000,A1,嘉義縣警察局,嘉義縣東石鄉三家村12鄰三塊厝12號之3前,晴,日間自然光線,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,52,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛人,未注意車前狀態,否,120.172961,23.471710
2022,4,20220427,083000,A1,嘉義縣警察局,嘉義縣東石鄉三家村12鄰三塊厝12號之3前,晴,日間自然光線,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,汽(機)車本身,撞路樹、電桿,駕駛人,未注意車前狀態,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.172961,23.471710
2022,4,20220427,140428,A1,宜蘭縣政府警察局,宜蘭縣宜蘭市東港橋上(6270路燈附近),晴,日間自然光線,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,駕駛人,未注意車前狀態,死亡1;受傷0,1,機車,普通重型,女,53,戴安全帽或繫安全帶(使用幼童安全椅),不明,車的狀態,向前直行中,,,,,駕駛人,未注意車前狀態,否,121.760873,24.756887
2022,4,20220427,140428,A1,宜蘭縣政府警察局,宜蘭縣宜蘭市東港橋上(6270路燈附近),晴,日間自然光線,省道,50,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,汽(機)車本身,路上翻車、摔倒,駕駛人,未注意車前狀態,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.760873,24.756887
2022,4,20220427,143000,A1,彰化縣警察局,彰化縣彰化市阿夷里金馬路1段505號前0.0公尺,晴,日間自然光線,市區道路,70,單路部分,直路,路段,機車專用道,柏油,乾燥,無缺陷,無障礙物,良好,良好,無號誌,無號誌,中央分向島,寛式(50公分以上),車道線(無標記),快慢車道分隔線,有,車與車,其他,駕駛人,倒車未依規定,死亡1;受傷0,1,小貨車(含客、貨兩用),自用,男,68,戴安全帽或繫安全帶(使用幼童安全椅),未使用,車的狀態,倒車,汽車,左後車尾(身),,,駕駛人,倒車未依規定,否,120.553233,24.098045
